y_texts,y_pred_probs,y_pred
united hour delay nothing says sorry like voucher missing time family,[ 5.041857  -3.0993621 -2.0094888],0
united sf crew lack lot customer service lax employees lot better wonder,[ 5.049535  -2.3848317 -2.7518342],0
usairways take lesson southwestair wait passengers connecting flights shame,[ 4.493731  -1.3219061 -3.3279674],0
united im flight booking problems without major problems isnt bad👎👎,[ 0.7257499  -0.82624465  0.05067929],0
jetblue cool announce flight delay everyone checking hour delay bdldca staff offering help,[ 3.1384957 -2.027655  -1.1923524],0
jetblue way laxnycarea possible,[-1.0790836  3.049388  -1.7192954],1
jetblue customer service agent bonnie amazing phone deserves promotion,[-2.5454895 -2.2237632  5.438968 ],2
united yall probably work,[-2.2627423  4.8436913 -2.563478 ],1
usairways yet another delaymissed connectionand customer service attitude wow,[ 5.5185885 -3.0007439 -2.5674365],0
americanair booked seat dallas live dallas real nice gate agent exit row available told werent available,[ 2.2182505 -1.2125965 -0.8009989],0
jetblue question flying st time mont old sondo need bring anything birth certificatess card etc,[-1.4232546  4.490724  -3.3342524],1
americanair supposed arrive destination tonight american rebooks wednesday staying,[ 0.3378453  3.931183  -4.485605 ],1
united worker told us call wed talking someone thailand,[ 3.8602948  0.5192415 -4.2410903],0
usairways sure sincere apology disappointing customer perspective want loyal customers,[ 2.7195387  -2.5619597  -0.21481583],0
united thanks advice helpful cant believe guys actually charge people fly united,[-0.7469056 -2.0326493  3.0873084],2
southwestair thank please follow send,[-3.7940226  0.591932   3.5589876],2
americanair ticket gave lying raising voice explanation happened,[ 5.5258074 -2.9211001 -2.5616963],0
jetblue tell days fly direct buf fll fll buf,[ 2.9400036  -2.0874424  -0.71623194],0
usairways never received horrible service treated poorly richard p today excuse attitude amp ripping tickets,[ 5.583162  -2.8655975 -2.7181537],0
americanair idea wait time refunds usairways told days phone well past,[ 5.297255  -2.5764167 -2.6764057],0
united united refuse reissue lost voucher plane didnt take due mechanics,[ 5.367067  -2.9307415 -2.4563243],0
jetblue call we’ll hook,[-2.1620939  4.8481035 -2.2544882],1
usairways basically stuck paying hidden fees bumped inferior flight jetblue come,[ 5.479647  -2.925372  -2.5071228],0
united need youto better airline lol,[ 2.0192025 -0.7991644 -1.1570593],0
united well income flight dca take us ewr delayed made us miss connection fll yes hotels necessary,[ 4.781134  -2.9534037 -1.8298565],0
united hey awesome thanks reply filling form americanair,[-2.4926143 -2.5519333  5.856317 ],2
southwestair thanks telling us flight cancelled flightled helping us anyway ruining birthday,[ 4.589517  -3.3673382 -1.1153516],0
united agent met us gate said issues wdelays ua would taken online,[ 5.421039  -2.8089936 -2.5289216],0
jetblues new ceo seeks right balance please passengers wall daily journal,[-0.8492444  4.453515  -4.1817746],1
americanair flights time late flightly though,[ 0.16467866  2.5290918  -2.7694046 ],1
americanair hours still bag could flown costa rica back gifts family bags,[ 5.5714526 -2.617771  -2.9307277],0
americanair yes shows cancelled flightled amp asks contact number,[ 5.1232114 -1.559917  -3.608198 ],0
united oh still lost tracking system stinks delivery system,[ 5.406004  -2.8644078 -2.7218668],0
southwestair please tell ill make flight tomorrow ive tryin days leave,[ 2.8981164  0.7906583 -3.6145961],0
united estellevw need complain twitter refund autoapplied,[ 5.19624   -2.2034452 -2.9529462],0
virginamerica thanks lovely soft views,[-2.9377377 -2.1568062  5.954869 ],2
jetblue appreciate response already spoke mco response nothing idk thats mean,[ 1.4278933  -1.3252851  -0.15777504],0
usairways waiting min far luggage,[ 5.382109  -2.7014625 -2.5784037],0
united looking getting bags lusaka,[ 4.6201243 -2.7343585 -2.1111836],0
americanair picked nonstop flight bc things get should’ve taken diff route airline suppose,[ 4.543518  -1.930118  -2.5351453],0
united volunteers give seats people sit minutes plane waiting add people,[ 4.7371173 -2.7141674 -2.1144738],0
southwestair salted honey roasted vote bring back salted peanuts dread year honey roasted😖,[ 0.14434946  2.6521485  -3.15253   ],1
jetblue thanks appreciate prompt response,[-3.113002  -2.0056057  5.768899 ],2
united chase says referral bonus thanks,[-2.638637  -1.0543904  4.4605985],2
united delay flight ua painful sure hope doesnt cause luggage miss ua flight new delhi,[ 5.4088492 -2.9018462 -2.385608 ],0
americanair okay think waited long enough gate dfw,[ 4.818377  -3.0491812 -1.6663191],0
americanair gate agent minutes let us plane wtw grounds crew hope youre ready cover delay,[ 5.051974  -2.904742  -2.2168236],0
americanair advised gas pilot flight bad one took action,[ 5.5232434 -2.8834398 -2.5709121],0
usairways great job communicating passengers flight doesnt exist anymore,[ 3.701378  -2.9813178 -0.6816678],0
usairways even going acknowledge bumped flight weather arizona,[ 3.8867292 -2.2808955 -1.5283962],0
southwestair really carriers staffed youve got triple looped one employees sight okc,[ 3.1827     -3.0801542  -0.02997555],0
united gate changes two delays even crew thinks airline sucks,[ 5.415655  -3.228485  -2.0998847],0
americanair cruel amp unusual cancelled flight flight wo notice amp make someone stay hold min amp listen ad loop,[ 5.4763494 -2.8873444 -2.5584056],0
usairways thank,[-2.630359    0.23919742  2.7358406 ],2
southwestair thanks responding,[ 0.04048862 -2.4031446   2.8693984 ],2
southwestair need help one pick phone,[ 3.3276467 -2.261495  -1.1600804],0
usairways return car clt skip flgjt back tonight gso clt pick clt fll told yes,[ 1.3017832   0.02653936 -1.3150524 ],0
jetblue airbus wow awesome videos guys great work,[-2.509982  -2.5415707  5.770394 ],2
usairways power outlets seat youre gonna keep us siting forever,[ 5.418267  -3.2296736 -2.1687002],0
usairways didn’t,[ 2.4475324   0.02484576 -2.6659095 ],0
thank help shannon great customer service southwestair,[-2.9740117 -2.2131379  5.8221645],2
usairways told deserved delayed booked last flight hear inconvience missing flight,[ 5.4461246 -3.0708807 -2.3091333],0
united lady one phone says tel aviv tel aviv united says newark one knows nothing,[ 5.2458014 -2.6231244 -2.5702705],0
united still airport waiting flight,[ 5.162773  -1.8196872 -3.454548 ],0
jetblue idea plane flight coming thought flight jfk wouldnt explain delay,[ 5.3631845 -2.6320426 -2.568647 ],0
jetblue customer year,[ 0.6775457  0.4249736 -1.3382913],0
united thing confusing lost priority boarding im mileage plus card member 😔,[ 4.304671   -0.82602406 -3.6705618 ],0
usairways ok flight attendant talk nasty passengers go get drinks restroom shocked listening,[ 5.3734484 -3.1564424 -2.2744021],0
southwestair paytontaylor love southwest payton taylor,[-4.979934   1.7667435  3.2619302],2
jetblue justdippin drops new video upcoming project produced yponthebeat rt,[-2.7622607  5.397385  -2.664348 ],1
americanair already landed still care thanks help though k ow caused failure,[-0.7375182 -2.4103687  3.4681985],2
usairways hope get opportunity join team job opening,[-2.7925732  4.989593  -1.7111638],1
jetblue mrjustyn heard companies studying popular lingo advertising depressing embarrassing,[ 5.1491895 -1.4411169 -3.7761347],0
americanair brewcrewfan real life aa like real life emailingcallingdming people youve inconvenienced,[ 5.131149  -1.8767996 -3.453504 ],0
expect help gtsouthwestair lt flt canx last minute weather flew home weatherless united,[ 4.562187  -2.2370074 -2.3268988],0
united internet great thing emailing executives company maybe respond timely manner,[ 2.367556   -1.7654366  -0.45204487],0
united seems like one united help lots fingers pointed zero people stepping least gate oreos,[ 5.117351  -2.6209357 -2.5748675],0
americanair people phone cant see difference thats poor process,[ 5.522553  -2.921964  -2.6496902],0
americanair thank youyou,[-2.8426254 -0.6270434  3.911965 ],2
jetblue whats luggage flt dcabos pax waiting min bagsno show carousel signs updating,[ 5.3714166 -2.8048809 -2.5609717],0
jetblue flight two days ago flight pos,[-1.0440606  3.0244296 -2.3942058],1
jetblue lost day airport trip compensated inconvenience,[ 3.9864662 -3.0586088 -0.8300717],0
usairways hit hrs typical wait time right drive hm airport service desk,[ 5.516751  -2.7897687 -2.666798 ],0
southwestair carriers flying way past sw cancelled flightlation alaskaair jetblue got passengers much late flightr,[ 4.667435  -1.4847211 -3.1358635],0
southwestair hold minno estimated answer time help,[ 4.751548  -1.5181657 -3.5637066],0
southwestair disappointed handling tonights cancelled flighted dallas flight cancelled flighted contingencies,[ 4.823914  -1.6904287 -3.134775 ],0
americanair oh get better apparently making us wait gate psych need deice coming gate,[ 5.1564145 -3.293712  -1.8310815],0
united played bizarre safety video ive ever seen,[ 5.0130606 -2.9730408 -1.9679357],0
usairways maybe prepurchase meal email flight min short hours guess none offered,[ 5.4422526 -2.51169   -2.9508798],0
americanair thats absolutely horrible customer service person supposed call cant immediately call back disconnected,[ 5.557466  -2.9242234 -2.7170236],0
americanair need get albuquerque nm usa cebu philippines im providing educational help kids help,[ 0.04324891  1.8656243  -2.1925213 ],1
united worst airline ever,[ 5.371097  -3.0284798 -2.2935188],0
jetblue ill call morning upset right,[ 5.0080094 -2.3834116 -2.6638062],0
southwestair rd time flying southwest two years another trip back mx october,[-3.517061  5.172794 -1.859742],1
americanair flight delayed times today due flight officer pit ord hour delay date,[ 5.209048 -2.018357 -2.953768],0
southwestair pls help hold long time travelling business flight orf mci cancelled flightled need get asap,[ 4.341736   -0.32946253 -4.230331  ],0
southwestair ever nonstop well take pleaseeeeee thank,[-4.6586404  1.82629    2.8785489],2
americanair pretty lame response two paged single spaced letter,[ 5.514877  -2.994427  -2.4556422],0
jetblue supervisor available couldnt anything,[ 4.148767  -1.5397726 -2.499403 ],0
southwestair dont apologize something words mean nothing actions work eom,[ 4.458137  -1.8516386 -2.6718478],0
united good day fly u two delayed flights still plane ewr waiting hours gate get gate gate agent,[ 5.406282  -2.8711026 -2.4939144],0
southwestair first call got dropped waited mins second ran time try late flightr way online,[ 5.05138  -2.380445 -2.566335],0
jetblue landing usual great flight wiyh great crew hello sunny west palm beach,[-1.6289308 -2.9812858  5.2153296],2
southwestair stewardess really funny could get gent next use headphones would perfect flight,[-2.3982866 -1.9018576  5.2090025],2
southwestair flight birmingham tomorrow night reschedule earlier flight expected snow,[-2.555111   5.5767803 -3.2660205],1
united received hotel food also email miles last trip hr delay miles less cancelled flightlation,[ 5.009479  -2.2772796 -2.6788876],0
americanair guys another flight today book laguardia louisville ky,[-3.0500786  5.641987  -2.7220962],1
americanair record locator,[-0.18931901  1.7717682  -1.4663879 ],1
southwestair going flying nashville deicer short planes tomorrow morning,[-3.060941   5.5772405 -2.5986502],1
usairways redeemed flight call negotiate thank lord im heading home,[-2.024302  -2.5251825  5.043423 ],2
jetblue flights lie flat seating stl pdx around date march,[-2.7023084  5.6938796 -3.184818 ],1
united blown away stellar thank lt,[-2.6027124 -2.6454804  5.9518657],2
united way impatience partits untruthful proper systems place,[ 5.419023  -3.0399158 -2.372918 ],0
usairways seriously flight cancelled flighted auto rebooked tuesday hr min hold nothing renting car want refund,[ 5.507823  -2.7641823 -2.7200544],0
usairways hold hours please help,[ 2.7966647  0.5913054 -4.1407156],0
jetblue want fly storm thats right give us choice kids dont want chance,[ 2.499932   -2.3929276  -0.07740815],0
jetblue lmfao love,[-3.2809408 -1.8367254  5.801765 ],2
usairways always fun get screwed earlier flight isnt full,[ 5.1852694 -3.2840164 -1.9822758],0
usairways duh baggage claim hours counting flights amp,[ 5.417832  -2.4154665 -3.0057814],0
jetblue hard tell told wifi worked one side plane,[ 5.3652625 -3.1199682 -2.245451 ],0
usairways tried twice today hold min time things cant live hold dealing w customer serv failures,[ 5.570298 -2.943151 -2.596493],0
usairways trying checkin online says callnow ive hold hourswhat,[ 5.621289  -2.7395396 -2.78988  ],0
